area,bbox_w,bbox_h,extent,aspect_ratio,mean_intensity,std_intensity,contrast,label
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,182.0,0.0,107.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,181.0,0.0,161.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
100.0,10.0,10.0,1.0,1.0,70.0,0.0,70.0,1
2.0,2.0,1.0,1.0,2.0,53.0,2.0,14.0,0
2.0,1.0,2.0,1.0,0.5,52.0,4.0,13.0,0
2.0,1.0,2.0,1.0,0.5,41.0,0.0,2.0,0
2.0,2.0,2.0,0.5,1.0,48.5,3.5,8.5,0
6.0,3.0,3.0,0.6666666666666666,1.0,47.666666666666664,6.472162612982533,7.666666666666664,0
2.0,2.0,1.0,1.0,2.0,41.5,1.5,1.5,0
2.0,2.0,1.0,1.0,2.0,50.5,10.5,10.5,0
2.0,2.0,1.0,1.0,2.0,51.5,3.5,11.5,0
5.0,2.0,5.0,0.5,0.4,51.8,7.166589146867566,11.799999999999997,0
4.0,2.0,4.0,0.5,0.5,49.5,6.103277807866851,10.5,0
2.0,2.0,1.0,1.0,2.0,51.5,7.5,12.5,0
2.0,2.0,1.0,1.0,2.0,41.5,1.5,2.5,0
3.0,2.0,2.0,0.75,1.0,50.666666666666664,8.178562764256865,11.666666666666664,0
4.0,3.0,3.0,0.4444444444444444,1.0,51.75,8.98262211161084,12.75,0
2.0,1.0,2.0,1.0,0.5,56.5,9.5,17.5,0
2.0,2.0,2.0,0.5,1.0,41.0,1.0,1.0,0
2.0,2.0,1.0,1.0,2.0,45.0,5.0,5.0,0
2.0,2.0,1.0,1.0,2.0,46.0,3.0,6.0,0
3.0,2.0,3.0,0.5,0.6666666666666666,52.0,8.286535263104035,12.0,0
2.0,2.0,2.0,0.5,1.0,50.0,2.0,10.0,0
6.0,3.0,4.0,0.5,0.75,44.833333333333336,2.608745973749755,4.833333333333336,0
4.0,3.0,3.0,0.4444444444444444,1.0,53.75,10.985786271359915,14.75,0
2.0,2.0,1.0,1.0,2.0,52.0,6.0,13.0,0
4.0,4.0,2.0,0.5,2.0,50.5,4.769696007084728,11.5,0
2.0,1.0,2.0,1.0,0.5,45.0,2.0,6.0,0
7.0,6.0,3.0,0.3888888888888889,2.0,49.0,4.780914437337574,10.0,0
6.0,5.0,3.0,0.4,1.6666666666666667,46.666666666666664,5.312459150169743,7.666666666666664,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,51.5,3.905124837953327,11.5,0
5.0,2.0,3.0,0.8333333333333334,0.6666666666666666,42.6,2.65329983228432,2.6000000000000014,0
3.0,2.0,3.0,0.5,0.6666666666666666,46.0,2.160246899469287,6.0,0
2.0,1.0,2.0,1.0,0.5,50.0,2.0,10.0,0
2.0,2.0,1.0,1.0,2.0,42.5,1.5,2.5,0
2.0,1.0,2.0,1.0,0.5,48.5,4.5,8.5,0
2.0,2.0,2.0,0.5,1.0,49.0,9.0,10.0,0
4.0,3.0,2.0,0.6666666666666666,1.5,44.25,2.7726341266023544,5.25,0
2.0,1.0,2.0,1.0,0.5,47.0,3.0,8.0,0
3.0,3.0,2.0,0.5,1.5,42.0,1.632993161855452,3.0,0
7.0,3.0,4.0,0.5833333333333334,0.75,47.857142857142854,6.8123537243236365,8.857142857142854,0
2.0,1.0,2.0,1.0,0.5,51.5,9.5,12.5,0
2.0,1.0,2.0,1.0,0.5,53.0,10.0,13.0,0
2.0,2.0,1.0,1.0,2.0,44.0,4.0,4.0,0
4.0,3.0,2.0,0.6666666666666666,1.5,50.75,14.113380176272443,10.75,0
5.0,3.0,3.0,0.5555555555555556,1.0,50.8,7.35934779718964,10.799999999999997,0
12.0,5.0,7.0,0.34285714285714286,0.7142857142857143,54.583333333333336,10.086776271711173,14.583333333333336,0
5.0,3.0,5.0,0.3333333333333333,0.6,49.0,7.848566748139434,9.0,0
3.0,2.0,3.0,0.5,0.6666666666666666,44.666666666666664,1.8856180831641267,4.666666666666664,0
2.0,1.0,2.0,1.0,0.5,47.0,3.0,7.0,0
3.0,2.0,2.0,0.75,1.0,50.0,9.092121131323903,10.0,0
2.0,1.0,2.0,1.0,0.5,46.5,5.5,7.5,0
3.0,2.0,2.0,0.75,1.0,50.0,5.0990195135927845,11.0,0
2.0,1.0,2.0,1.0,0.5,50.0,1.0,11.0,0
2.0,2.0,1.0,1.0,2.0,42.5,0.5,2.5,0
4.0,3.0,2.0,0.6666666666666666,1.5,43.25,3.418698582794336,3.25,0
4.0,3.0,2.0,0.6666666666666666,1.5,53.5,10.428326807307105,13.5,0
3.0,1.0,3.0,1.0,0.3333333333333333,48.0,5.354126134736337,9.0,0
7.0,3.0,4.0,0.5833333333333334,0.75,47.857142857142854,5.3030603409344526,8.857142857142854,0
4.0,4.0,1.0,1.0,4.0,49.0,5.612486080160912,10.0,0
2.0,2.0,1.0,1.0,2.0,45.5,2.5,5.5,0
9.0,5.0,3.0,0.6,1.6666666666666667,47.44444444444444,5.775640630385345,7.444444444444443,0
15.0,7.0,5.0,0.42857142857142855,1.4,49.8,6.273754856543249,9.799999999999997,0
2.0,2.0,2.0,0.5,1.0,48.5,4.5,9.5,0
3.0,3.0,2.0,0.5,1.5,44.333333333333336,6.128258770283412,5.333333333333336,0
2.0,2.0,1.0,1.0,2.0,53.5,7.5,14.5,0
3.0,2.0,2.0,0.75,1.0,44.666666666666664,5.90668171555645,4.666666666666664,0
2.0,2.0,2.0,0.5,1.0,49.5,5.5,9.5,0
5.0,3.0,3.0,0.5555555555555556,1.0,49.4,5.885575587824865,9.399999999999999,0
3.0,2.0,2.0,0.75,1.0,48.0,4.546060565661952,9.0,0
3.0,2.0,2.0,0.75,1.0,50.0,7.118052168020874,11.0,0
3.0,2.0,3.0,0.5,0.6666666666666666,49.0,7.788880963698615,10.0,0
8.0,4.0,5.0,0.4,0.8,49.75,5.562148865321747,9.75,0
2.0,2.0,2.0,0.5,1.0,43.5,1.5,3.5,0
6.0,3.0,3.0,0.6666666666666666,1.0,46.833333333333336,6.202598021976132,6.833333333333336,0
3.0,2.0,3.0,0.5,0.6666666666666666,43.666666666666664,0.9428090415820634,3.6666666666666643,0
2.0,1.0,2.0,1.0,0.5,48.0,3.0,8.0,0
2.0,2.0,1.0,1.0,2.0,56.0,10.0,16.0,0
2.0,2.0,1.0,1.0,2.0,44.0,4.0,4.0,0
2.0,1.0,2.0,1.0,0.5,48.0,3.0,8.0,0
9.0,3.0,7.0,0.42857142857142855,0.42857142857142855,46.0,5.0771820705759385,6.0,0
5.0,3.0,2.0,0.8333333333333334,1.5,49.0,5.549774770204643,10.0,0
2.0,1.0,2.0,1.0,0.5,59.0,9.0,20.0,0
3.0,2.0,2.0,0.75,1.0,46.333333333333336,3.091206165165235,7.333333333333336,0
5.0,3.0,2.0,0.8333333333333334,1.5,57.6,14.10815367083872,18.6,0
2.0,2.0,1.0,1.0,2.0,57.0,0.0,18.0,0
2.0,1.0,2.0,1.0,0.5,48.0,4.0,9.0,0
8.0,5.0,3.0,0.5333333333333333,1.6666666666666667,53.75,7.292976072907411,13.75,0
2.0,1.0,2.0,1.0,0.5,60.0,5.0,20.0,0
2.0,2.0,2.0,0.5,1.0,46.0,3.0,6.0,0
5.0,2.0,3.0,0.8333333333333334,0.6666666666666666,43.4,2.1540659228538015,4.399999999999999,0
13.0,8.0,4.0,0.40625,2.0,49.61538461538461,8.325479533783962,10.615384615384613,0
2.0,1.0,2.0,1.0,0.5,44.0,1.0,5.0,0
6.0,3.0,3.0,0.6666666666666666,1.0,49.333333333333336,4.570436400267363,10.333333333333336,0
12.0,8.0,3.0,0.5,2.6666666666666665,43.333333333333336,2.8963578661637945,4.333333333333336,0
2.0,1.0,2.0,1.0,0.5,54.0,1.0,15.0,0
5.0,3.0,2.0,0.8333333333333334,1.5,50.8,5.844655678480983,10.799999999999997,0
2.0,1.0,2.0,1.0,0.5,52.5,4.5,12.5,0
2.0,1.0,2.0,1.0,0.5,45.0,4.0,5.0,0
2.0,1.0,2.0,1.0,0.5,46.0,5.0,6.0,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,45.25,1.920286436967152,5.25,0
2.0,1.0,2.0,1.0,0.5,44.5,0.5,4.5,0
2.0,1.0,2.0,1.0,0.5,54.0,11.0,14.0,0
2.0,1.0,2.0,1.0,0.5,41.5,0.5,1.5,0
2.0,2.0,2.0,0.5,1.0,48.5,8.5,8.5,0
3.0,3.0,3.0,0.3333333333333333,1.0,52.0,8.602325267042627,12.0,0
2.0,1.0,2.0,1.0,0.5,53.0,0.0,13.0,0
2.0,1.0,2.0,1.0,0.5,52.0,11.0,12.0,0
2.0,1.0,2.0,1.0,0.5,51.0,3.0,12.0,0
2.0,1.0,2.0,1.0,0.5,50.0,4.0,11.0,0
2.0,1.0,2.0,1.0,0.5,53.0,6.0,14.0,0
2.0,2.0,1.0,1.0,2.0,46.5,0.5,6.5,0
2.0,2.0,2.0,0.5,1.0,48.0,7.0,8.0,0
26.0,6.0,8.0,0.5416666666666666,0.75,50.38461538461539,8.923076923076923,10.384615384615387,0
2.0,2.0,1.0,1.0,2.0,48.0,1.0,8.0,0
3.0,1.0,3.0,1.0,0.3333333333333333,47.333333333333336,1.8856180831641267,7.333333333333336,0
2.0,1.0,2.0,1.0,0.5,54.0,2.0,14.0,0
2.0,2.0,1.0,1.0,2.0,41.0,1.0,1.0,0
6.0,3.0,3.0,0.6666666666666666,1.0,52.666666666666664,7.972173828734266,12.666666666666664,0
25.0,8.0,7.0,0.44642857142857145,1.1428571428571428,48.04,7.118876315824008,8.04,0
2.0,2.0,1.0,1.0,2.0,49.0,9.0,10.0,0
12.0,6.0,6.0,0.3333333333333333,1.0,53.916666666666664,9.482073730056218,14.916666666666664,0
2.0,1.0,2.0,1.0,0.5,45.5,2.5,6.5,0
4.0,2.0,4.0,0.5,0.5,70.5,7.297259759663212,12.5,0
2.0,2.0,1.0,1.0,2.0,66.0,7.0,8.0,0
2.0,2.0,1.0,1.0,2.0,70.0,8.0,12.0,0
2.0,2.0,1.0,1.0,2.0,71.5,11.5,14.5,0
2.0,2.0,1.0,1.0,2.0,64.0,5.0,7.0,0
5.0,5.0,2.0,0.5,2.5,63.0,3.1622776601683795,6.0,0
2.0,2.0,1.0,1.0,2.0,69.0,2.0,11.0,0
3.0,2.0,3.0,0.5,0.6666666666666666,63.0,2.943920288775949,5.0,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,70.75,3.897114317029974,12.75,0
2.0,1.0,2.0,1.0,0.5,60.0,1.0,2.0,0
2.0,1.0,2.0,1.0,0.5,69.5,6.5,11.5,0
6.0,3.0,2.0,1.0,1.5,67.16666666666667,6.767980168082318,9.166666666666671,0
7.0,5.0,3.0,0.4666666666666667,1.6666666666666667,68.85714285714286,9.847821679779479,11.857142857142861,0
2.0,2.0,1.0,1.0,2.0,61.0,3.0,4.0,0
6.0,3.0,3.0,0.6666666666666666,1.0,64.16666666666667,4.2196629670573875,7.166666666666671,0
2.0,2.0,1.0,1.0,2.0,68.5,2.5,10.5,0
2.0,2.0,2.0,0.5,1.0,65.5,2.5,7.5,0
3.0,2.0,2.0,0.75,1.0,68.0,0.816496580927726,10.0,0
3.0,1.0,3.0,1.0,0.3333333333333333,85.0,16.32993161855452,27.0,0
3.0,2.0,3.0,0.5,0.6666666666666666,76.0,15.253414918196734,18.0,0
3.0,2.0,2.0,0.75,1.0,64.33333333333333,3.39934634239519,6.333333333333329,0
2.0,2.0,2.0,0.5,1.0,65.5,5.5,8.5,0
2.0,1.0,2.0,1.0,0.5,68.5,5.5,11.5,0
2.0,2.0,1.0,1.0,2.0,78.0,3.0,21.0,0
3.0,2.0,2.0,0.75,1.0,64.33333333333333,5.792715732327588,6.333333333333329,1
3.0,2.0,2.0,0.75,1.0,70.0,5.715476066494082,12.0,0
6.0,5.0,2.0,0.6,2.5,71.66666666666667,10.060925515191046,13.666666666666671,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,62.75,4.322904116447646,4.75,0
3.0,3.0,2.0,0.5,1.5,61.666666666666664,2.494438257849294,3.6666666666666643,0
3.0,1.0,3.0,1.0,0.3333333333333333,67.33333333333333,3.7712361663282534,9.333333333333329,0
2.0,1.0,2.0,1.0,0.5,66.5,5.5,8.5,0
3.0,2.0,2.0,0.75,1.0,76.33333333333333,8.339997335464536,18.33333333333333,0
5.0,3.0,3.0,0.5555555555555556,1.0,61.6,5.238320341483518,3.6000000000000014,0
4.0,3.0,2.0,0.6666666666666666,1.5,65.5,4.769696007084728,7.5,0
12.0,5.0,6.0,0.4,0.8333333333333334,67.16666666666667,9.51168871558685,9.166666666666671,0
3.0,2.0,3.0,0.5,0.6666666666666666,60.0,2.8284271247461903,2.0,0
11.0,6.0,3.0,0.6111111111111112,2.0,67.18181818181819,4.744723036618142,9.181818181818187,0
19.0,5.0,7.0,0.5428571428571428,0.7142857142857143,66.57894736842105,5.5660227648009615,8.578947368421055,0
5.0,3.0,3.0,0.5555555555555556,1.0,66.6,3.7202150475476548,8.599999999999994,0
3.0,2.0,3.0,0.5,0.6666666666666666,65.33333333333333,3.2998316455372216,7.333333333333329,0
6.0,3.0,3.0,0.6666666666666666,1.0,65.66666666666667,5.120763831912406,8.666666666666671,0
2.0,2.0,2.0,0.5,1.0,78.0,8.0,21.0,0
2.0,1.0,2.0,1.0,0.5,63.0,1.0,6.0,0
2.0,2.0,2.0,0.5,1.0,64.5,2.5,6.5,0
2.0,1.0,2.0,1.0,0.5,61.5,3.5,3.5,0
3.0,2.0,3.0,0.5,0.6666666666666666,58.666666666666664,0.9428090415820634,0.6666666666666643,0
2.0,1.0,2.0,1.0,0.5,64.0,3.0,6.0,0
3.0,2.0,3.0,0.5,0.6666666666666666,63.666666666666664,2.357022603955158,5.666666666666664,0
4.0,4.0,2.0,0.5,2.0,65.25,7.013380069552769,7.25,0
2.0,2.0,1.0,1.0,2.0,58.5,0.5,1.5,0
3.0,3.0,1.0,1.0,3.0,69.0,7.2571803523590805,12.0,0
3.0,2.0,2.0,0.75,1.0,75.66666666666667,7.1336448530109,18.66666666666667,0
2.0,1.0,2.0,1.0,0.5,62.0,2.0,4.0,0
4.0,3.0,2.0,0.6666666666666666,1.5,65.5,6.103277807866851,7.5,0
2.0,1.0,2.0,1.0,0.5,68.5,2.5,10.5,0
2.0,1.0,2.0,1.0,0.5,68.5,8.5,10.5,0
